ORDERNUMBER,ORDERDATE,STATUS,DAYS_SINCE_LASTORDER,DEALSIZE,CUSTOMER_ID
10311,2019-10-16,Shipped,1955,Medium,2727
10332,2019-11-17,Shipped,1924,Small,2728
10346,2019-11-29,Shipped,1913,Small,2729
10368,2020-01-19,Shipped,1863,Medium,2730
10380,2020-02-16,Shipped,1836,Small,2731
10407,2020-04-22,On Hold,1771,Medium,2732
10420,2020-05-29,In Process,1735,Medium,2733
10109,2018-03-10,Shipped,2547,Small,2734
10122,2018-05-08,Shipped,2489,Small,2735
10135,2018-07-02,Shipped,2435,Small,2736
10147,2018-09-05,Shipped,2371,Small,2737
10171,2018-11-05,Shipped,2311,Small,2738
10181,2018-11-12,Shipped,2305,Small,2739
10192,2018-11-20,Shipped,2298,Small,2740
10203,2018-12-02,Shipped,2287,Small,2741
10212,2019-01-16,Shipped,2243,Small,2742
10225,2019-02-22,Shipped,2207,Small,2743
10239,2019-04-12,Shipped,2159,Small,2744
10253,2019-06-01,Cancelled,2110,Small,2745
10266,2019-07-06,Shipped,2076,Small,2746
10278,2019-08-06,Shipped,2046,Small,2747
10287,2019-08-30,Shipped,2023,Small,2748
10301,2018-10-05,Shipped,2353,Small,2749
10310,2019-10-16,Shipped,1978,Small,2750
10321,2019-11-04,Shipped,1960,Small,2751
10331,2019-11-17,Shipped,1948,Small,2752
10342,2019-11-24,Shipped,1942,Small,2753
10355,2019-12-07,Shipped,1930,Small,2754
10367,2020-01-12,Resolved,1895,Medium,2755
10378,2020-02-10,Shipped,1867,Medium,2756
10390,2020-03-04,Shipped,1845,Medium,2757
10405,2020-04-14,Shipped,1805,Small,2758
10419,2020-05-17,Shipped,1773,Small,2759
10105,2018-02-11,Shipped,2600,Medium,2760
10119,2018-04-28,Shipped,2525,Medium,2761
10129,2018-06-12,Shipped,2481,Medium,2762
10142,2018-08-08,Shipped,2425,Medium,2763
10154,2018-10-02,Shipped,2371,Small,2764
10167,2018-10-23,Cancelled,2351,Small,2765
10177,2018-11-07,Shipped,2337,Medium,2766
10185,2018-11-14,Shipped,2331,Small,2767
10197,2018-11-26,Shipped,2320,Medium,2768
10208,2019-01-02,Shipped,2284,Small,2769
10222,2019-02-19,Shipped,2237,Medium,2770
10233,2019-03-29,Shipped,2200,Medium,2771
10248,2019-05-07,Cancelled,2162,Medium,2772
10261,2019-06-17,Shipped,2122,Small,2773
10273,2019-07-21,Shipped,2089,Small,2774
10283,2019-08-20,Shipped,2060,Medium,2775
10295,2019-09-10,Shipped,2040,Medium,2776
10306,2019-10-14,Shipped,2007,Small,2777
10315,2019-10-29,Shipped,1993,Small,2778
10326,2019-11-09,Shipped,1983,Medium,2779
10339,2019-11-23,Shipped,1970,Large,2780
10350,2019-12-02,Shipped,1962,Medium,2781
10373,2020-01-31,Shipped,1903,Small,2782
10396,2020-03-23,Shipped,1852,Small,2783
10414,2020-05-06,On Hold,1809,Medium,2784
10110,2018-03-18,Shipped,2590,Small,2785
10124,2018-05-21,Shipped,2527,Medium,2786
10148,2018-09-11,Shipped,2415,Small,2787
10161,2018-10-17,Shipped,2380,Small,2788
10172,2018-11-05,Shipped,2362,Small,2789
10182,2018-11-12,Shipped,2356,Medium,2790
10192,2018-11-20,Shipped,2349,Small,2791
10204,2018-12-02,Shipped,2338,Medium,2792
10212,2019-01-16,Shipped,2294,Small,2793
10227,2019-03-02,Shipped,2250,Medium,2794
10241,2019-04-13,Shipped,2209,Small,2795
10267,2019-07-07,Shipped,2125,Medium,2796
10279,2019-08-09,Shipped,2093,Small,2797
10288,2019-09-01,Shipped,2071,Small,2798
10302,2018-10-06,Shipped,2402,Medium,2799
10311,2019-10-16,Shipped,2028,Small,2800
10321,2019-11-04,Shipped,2010,Medium,2801
10332,2019-11-17,Shipped,1998,Small,2802
10346,2019-11-29,Shipped,1987,Medium,2803
10368,2020-01-19,Shipped,1937,Medium,2804
10380,2020-02-16,Shipped,1910,Medium,2805
10407,2020-04-22,On Hold,1845,Small,2806
10420,2020-05-29,In Process,1809,Medium,2807
10108,2018-03-03,Shipped,2628,Small,2808
10122,2018-05-08,Shipped,2563,Small,2809
10135,2018-07-02,Shipped,2509,Small,2810
10147,2018-09-05,Shipped,2445,Small,2811
10169,2018-11-04,Shipped,2386,Small,2812
10181,2018-11-12,Shipped,2379,Small,2813
10191,2018-11-20,Shipped,2372,Small,2814
10203,2018-12-02,Shipped,2361,Small,2815
10211,2019-01-15,Shipped,2318,Small,2816
10225,2019-02-22,Shipped,2281,Small,2817
10238,2019-04-09,Shipped,2236,Small,2818
10253,2019-06-01,Cancelled,2184,Small,2819
10266,2019-07-06,Shipped,2150,Small,2820
10276,2019-08-02,Shipped,2124,Small,2821
10287,2019-08-30,Shipped,2097,Small,2822
10300,2018-10-04,Shipped,2428,Small,2823
10310,2019-10-16,Shipped,2052,Small,2824
10320,2019-11-03,Shipped,2035,Small,2825
10331,2019-11-17,Shipped,2022,Medium,2826
10342,2019-11-24,Shipped,2016,Small,2827
10355,2019-12-07,Shipped,2004,Small,2828
10363,2020-01-06,Shipped,1975,Small,2829
10378,2020-02-10,Shipped,1941,Small,2830
10390,2020-03-04,Shipped,1919,Small,2831
10419,2020-05-17,Shipped,1846,Small,2832
10106,2018-02-17,Shipped,2667,Small,2833
10119,2018-04-28,Shipped,2598,Small,2834
10131,2018-06-16,Shipped,2550,Small,2835
10143,2018-08-10,Shipped,2496,Small,2836
10155,2018-10-06,Shipped,2440,Small,2837
10167,2018-10-23,Cancelled,2424,Small,2838
10178,2018-11-08,Shipped,2409,Small,2839
10186,2018-11-14,Shipped,2404,Small,2840
10198,2018-11-27,Shipped,2392,Small,2841
10222,2019-02-19,Shipped,2309,Medium,2842
10249,2019-05-08,Shipped,2232,Small,2843
10262,2019-06-24,Cancelled,2186,Medium,2844
10274,2019-07-21,Shipped,2160,Small,2845
10284,2019-08-21,Shipped,2130,Small,2846
10296,2019-09-15,Shipped,2106,Small,2847
10307,2019-10-14,Shipped,2078,Small,2848
10316,2019-11-01,Shipped,2061,Medium,2849
10328,2019-11-12,Shipped,2051,Small,2850
10339,2019-11-23,Shipped,2041,Small,2851
10351,2019-12-03,Shipped,2032,Small,2852
10361,2019-12-17,Shipped,2019,Medium,2853
10373,2020-01-31,Shipped,1975,Medium,2854
10386,2020-03-01,Resolved,1946,Small,2855
10398,2020-03-30,Shipped,1918,Small,2856
10400,2020-04-01,Shipped,1917,Small,2857
10415,2020-05-09,Disputed,1880,Small,2858
10110,2018-03-18,Shipped,2664,Medium,2859
10124,2018-05-21,Shipped,2601,Medium,2860
10148,2018-09-11,Shipped,2489,Medium,2861
10161,2018-10-17,Shipped,2454,Medium,2862
10172,2018-11-05,Shipped,2436,Small,2863
10182,2018-11-12,Shipped,2430,Medium,2864
10192,2018-11-20,Shipped,2423,Medium,2865
10204,2018-12-02,Shipped,2412,Medium,2866
10212,2019-01-16,Shipped,2368,Medium,2867
10226,2019-02-26,Shipped,2328,Medium,2868
10241,2019-04-13,Shipped,2283,Small,2869
10267,2019-07-07,Shipped,2199,Medium,2870
10279,2019-08-09,Shipped,2167,Medium,2871
10288,2019-09-01,Shipped,2145,Medium,2872
10301,2018-10-05,Shipped,2477,Small,2873
10311,2019-10-16,Shipped,2102,Medium,2874
10321,2019-11-04,Shipped,2084,Small,2875
10332,2019-11-17,Shipped,2072,Small,2876
10346,2019-11-29,Shipped,2061,Small,2877
10368,2020-01-19,Shipped,2011,Small,2878
10380,2020-02-16,Shipped,1984,Medium,2879
10407,2020-04-22,On Hold,1919,Medium,2880
10420,2020-05-29,In Process,1883,Small,2881
10105,2018-02-11,Shipped,2722,Medium,2882
10119,2018-04-28,Shipped,2647,Medium,2883
10129,2018-06-12,Shipped,2603,Medium,2884
10143,2018-08-10,Shipped,2545,Small,2885
10155,2018-10-06,Shipped,2489,Small,2886
10167,2018-10-23,Cancelled,2473,Small,2887
10178,2018-11-08,Shipped,2458,Small,2888
10186,2018-11-14,Shipped,2453,Medium,2889
10197,2018-11-26,Shipped,2442,Small,2890
10222,2019-02-19,Shipped,2358,Medium,2891
10248,2019-05-07,Cancelled,2282,Small,2892
10262,2019-06-24,Cancelled,2235,Medium,2893
10273,2019-07-21,Shipped,2209,Medium,2894
10283,2019-08-20,Shipped,2180,Small,2895
10296,2019-09-15,Shipped,2155,Small,2896
10307,2019-10-14,Shipped,2127,Small,2897
10316,2019-11-01,Shipped,2110,Small,2898
10326,2019-11-09,Shipped,2103,Small,2899
10339,2019-11-23,Shipped,2090,Small,2900
10350,2019-12-02,Shipped,2082,Small,2901
10373,2020-01-31,Shipped,2023,Small,2902
10385,2020-02-28,Shipped,1996,Medium,2903
10396,2020-03-23,Shipped,1973,Medium,2904
10400,2020-04-01,Shipped,1965,Medium,2905
10414,2020-05-06,On Hold,1931,Medium,2906
10108,2018-03-03,Shipped,2727,Medium,2907
10122,2018-05-08,Shipped,2662,Medium,2908
10135,2018-07-02,Shipped,2608,Medium,2909
10147,2018-09-05,Shipped,2544,Small,2910
10170,2018-11-04,Shipped,2485,Medium,2911
10181,2018-11-12,Shipped,2478,Medium,2912
10192,2018-11-20,Shipped,2471,Medium,2913
10203,2018-12-02,Shipped,2460,Medium,2914
10212,2019-01-16,Shipped,2416,Medium,2915
10225,2019-02-22,Shipped,2380,Medium,2916
10239,2019-04-12,Shipped,2332,Medium,2917
10253,2019-06-01,Cancelled,2283,Medium,2918
10266,2019-07-06,Shipped,2249,Small,2919
10278,2019-08-06,Shipped,2219,Medium,2920
10287,2019-08-30,Shipped,2196,Medium,2921
10301,2018-10-05,Shipped,2526,Large,2922
10310,2019-10-16,Shipped,2151,Medium,2923
10321,2019-11-04,Shipped,2133,Medium,2924
10331,2019-11-17,Shipped,2121,Medium,2925
10342,2019-11-24,Shipped,2115,Medium,2926
10355,2019-12-07,Shipped,2103,Medium,2927
10363,2020-01-06,Shipped,2074,Small,2928
10378,2020-02-10,Shipped,2040,Small,2929
10390,2020-03-04,Shipped,2018,Medium,2930
10405,2020-04-14,Shipped,1978,Large,2931
10419,2020-05-17,Shipped,1946,Large,2932
10106,2018-02-17,Shipped,2767,Medium,2933
10119,2018-04-28,Shipped,2698,Small,2934
10131,2018-06-16,Shipped,2650,Medium,2935
10143,2018-08-10,Shipped,2596,Small,2936
10155,2018-10-06,Shipped,2540,Medium,2937
10168,2018-10-28,Shipped,2519,Small,2938
10178,2018-11-08,Shipped,2509,Small,2939
10198,2018-11-27,Shipped,2491,Small,2940
10210,2019-01-12,Shipped,2446,Small,2941
10222,2019-02-19,Shipped,2409,Small,2942
10235,2019-04-02,Shipped,2368,Small,2943
10250,2019-05-11,Shipped,2330,Medium,2944
10262,2019-06-24,Cancelled,2287,Small,2945
10275,2019-07-23,Shipped,2259,Medium,2946
10284,2019-08-21,Shipped,2231,Small,2947
10296,2019-09-15,Shipped,2207,Small,2948
10308,2019-10-15,Shipped,2178,Medium,2949
10316,2019-11-01,Shipped,2162,Small,2950
10328,2019-11-12,Shipped,2152,Small,2951
10339,2019-11-23,Shipped,2142,Medium,2952
10351,2019-12-03,Shipped,2133,Small,2953
10361,2019-12-17,Shipped,2120,Medium,2954
10373,2020-01-31,Shipped,2076,Small,2955
10386,2020-03-01,Resolved,2047,Medium,2956
10398,2020-03-30,Shipped,2019,Small,2957
10401,2020-04-03,On Hold,2016,Medium,2958
10416,2020-05-10,Shipped,1980,Small,2959
10100,2018-01-06,Shipped,2836,Small,2960
10110,2018-03-18,Shipped,2766,Small,2961
10124,2018-05-21,Shipped,2703,Small,2962
10149,2018-09-12,Shipped,2590,Small,2963
10173,2018-11-05,Shipped,2537,Small,2964
10182,2018-11-12,Shipped,2531,Small,2965
10193,2018-11-21,Shipped,2523,Small,2966
10204,2018-12-02,Shipped,2513,Small,2967
10214,2019-01-26,Shipped,2459,Small,2968
10227,2019-03-02,Shipped,2425,Small,2969
10242,2019-04-20,Shipped,2377,Small,2970
10280,2019-08-17,Shipped,2259,Small,2971
10288,2019-09-01,Shipped,2245,Small,2972
10303,2019-10-06,Shipped,2211,Small,2973
10312,2019-10-21,Shipped,2197,Small,2974
10332,2019-11-17,Shipped,2171,Medium,2975
10346,2019-11-29,Shipped,2160,Small,2976
10368,2020-01-19,Shipped,2110,Small,2977
10380,2020-02-16,Shipped,2083,Medium,2978
10408,2020-04-22,Shipped,2018,Small,2979
10420,2020-05-29,In Process,1982,Small,2980
10104,2018-01-31,Shipped,2832,Small,2981
10115,2018-04-04,Shipped,2770,Medium,2982
10127,2018-06-03,Shipped,2711,Small,2983
10141,2018-08-01,Shipped,2653,Medium,2984
10152,2018-09-25,Shipped,2599,Small,2985
10165,2018-10-22,Shipped,2573,Small,2986
10176,2018-11-06,Shipped,2559,Small,2987
10184,2018-11-14,Shipped,2552,Medium,2988
10195,2018-11-25,Shipped,2542,Medium,2989
10207,2018-12-09,Shipped,2529,Small,2990
10220,2019-02-12,Shipped,2465,Medium,2991
10230,2019-03-15,Shipped,2435,Medium,2992
10246,2019-05-05,Shipped,2385,Medium,2993
10271,2019-07-20,Shipped,2310,Medium,2994
10282,2019-08-20,Shipped,2280,Medium,2995
10292,2019-09-08,Shipped,2262,Medium,2996
10305,2019-10-13,Shipped,2228,Medium,2997
10314,2019-10-22,Shipped,2220,Medium,2998
10325,2019-11-05,Shipped,2207,Medium,2999
10336,2019-11-20,Shipped,2193,Medium,3000
10349,2019-12-01,Shipped,2183,Medium,3001
10359,2019-12-15,Shipped,2170,Small,3002
10371,2020-01-23,Shipped,2132,Small,3003
10383,2020-02-22,Shipped,2103,Small,3004
10394,2020-03-15,Shipped,2082,Medium,3005
10412,2020-05-03,Shipped,2034,Medium,3006
10103,2018-01-29,Shipped,2860,Small,3007
10126,2018-05-28,Shipped,2742,Medium,3008
10139,2018-07-16,Shipped,2694,Medium,3009
10149,2018-09-12,Shipped,2637,Small,3010
10163,2018-10-20,Shipped,2600,Medium,3011
10173,2018-11-05,Shipped,2585,Small,3012
10183,2018-11-13,Shipped,2578,Medium,3013
10193,2018-11-21,Shipped,2571,Small,3014
10206,2018-12-05,Shipped,2558,Medium,3015
10215,2019-01-29,Shipped,2504,Medium,3016
10228,2019-03-10,Shipped,2465,Medium,3017
10244,2019-04-29,Shipped,2416,Medium,3018
10257,2019-06-14,Shipped,2371,Medium,3019
10269,2019-07-16,Shipped,2340,Medium,3020
10280,2019-08-17,Shipped,2309,Small,3021
10290,2019-09-07,Shipped,2289,Medium,3022
10304,2019-10-11,Shipped,2256,Medium,3023
10312,2019-10-21,Shipped,2247,Medium,3024
10324,2019-11-05,Shipped,2233,Medium,3025
10348,2019-11-01,Shipped,2238,Small,3026
10358,2019-12-10,Shipped,2200,Medium,3027
10369,2020-01-20,Shipped,2160,Medium,3028
10382,2020-02-17,Shipped,2133,Medium,3029
10423,2020-05-30,In Process,2031,Small,3030
10106,2018-02-17,Shipped,2865,Small,3031
10120,2018-04-29,Shipped,2795,Small,3032
10133,2018-06-27,Shipped,2737,Medium,3033
10145,2018-08-25,Shipped,2679,Small,3034
10168,2018-10-28,Shipped,2616,Medium,3035
10210,2019-01-12,Shipped,2541,Small,3036
10223,2019-02-20,Shipped,2503,Small,3037
10235,2019-04-02,Shipped,2463,Medium,3038
10250,2019-05-11,Shipped,2425,Small,3039
10263,2019-06-28,Shipped,2378,Small,3040
10275,2019-07-23,Shipped,2354,Small,3041
10284,2019-08-21,Shipped,2326,Small,3042
10297,2019-09-16,Shipped,2301,Small,3043
10308,2019-10-15,Shipped,2273,Medium,3044
10317,2019-11-02,Shipped,2256,Small,3045
10328,2019-11-12,Shipped,2247,Small,3046
10340,2019-11-24,Shipped,2236,Medium,3047
10353,2019-12-04,Shipped,2227,Medium,3048
10361,2019-12-17,Shipped,2215,Small,3049
10375,2020-02-03,Shipped,2168,Large,3050
10386,2020-03-01,Resolved,2142,Medium,3051
10398,2020-03-30,Shipped,2114,Medium,3052
10401,2020-04-03,On Hold,2111,Medium,3053
10416,2020-05-10,Shipped,2075,Medium,3054
10108,2018-03-03,Shipped,2875,Small,3055
10122,2018-05-08,Shipped,2810,Small,3056
10135,2018-07-02,Shipped,2756,Small,3057
10147,2018-09-05,Shipped,2692,Small,3058
10169,2018-11-04,Shipped,2633,Small,3059
10180,2018-11-11,Shipped,2627,Small,3060
10191,2018-11-20,Shipped,2619,Small,3061
10211,2019-01-15,Shipped,2564,Small,3062
10225,2019-02-22,Shipped,2527,Medium,3063
10238,2019-04-09,Shipped,2482,Small,3064
10252,2019-05-26,Shipped,2436,Medium,3065
10264,2019-06-30,Shipped,2402,Medium,3066
10276,2019-08-02,Shipped,2370,Medium,3067
10287,2019-08-30,Shipped,2343,Medium,3068
10299,2019-09-30,Shipped,2313,Small,3069
10310,2019-10-16,Shipped,2298,Medium,3070
10319,2019-11-03,Shipped,2281,Medium,3071
10331,2019-11-17,Shipped,2268,Medium,3072
10343,2019-11-24,Shipped,2262,Medium,3073
10355,2019-12-07,Shipped,2250,Small,3074
10363,2020-01-06,Shipped,2221,Medium,3075
10378,2020-02-10,Shipped,2187,Medium,3076
10390,2020-03-04,Shipped,2165,Small,3077
10103,2018-01-29,Shipped,2931,Medium,3078
10114,2018-04-01,Shipped,2870,Medium,3079
10126,2018-05-28,Shipped,2814,Medium,3080
10140,2018-07-24,Shipped,2758,Small,3081
10151,2018-09-21,Shipped,2700,Medium,3082
10164,2018-10-21,Resolved,2671,Small,3083
10175,2018-11-06,Shipped,2656,Small,3084
10184,2018-11-14,Shipped,2649,Medium,3085
10194,2018-11-25,Shipped,2639,Medium,3086
10207,2018-12-09,Shipped,2626,Medium,3087
10217,2019-02-04,Shipped,2570,Small,3088
10229,2019-03-11,Shipped,2536,Small,3089
10245,2019-05-04,Shipped,2483,Medium,3090
10259,2019-06-15,Shipped,2442,Medium,3091
10270,2019-07-19,Shipped,2409,Small,3092
10281,2019-08-19,Shipped,2379,Small,3093
10291,2019-09-08,Shipped,2360,Small,3094
10305,2019-10-13,Shipped,2326,Medium,3095
10313,2019-10-22,Shipped,2318,Small,3096
10324,2019-11-05,Shipped,2305,Small,3097
10335,2019-11-19,Shipped,2292,Medium,3098
10348,2019-11-01,Shipped,2311,Medium,3099
10358,2019-12-10,Shipped,2273,Medium,3100
10371,2020-01-23,Shipped,2230,Medium,3101
10382,2020-02-17,Shipped,2206,Small,3102
10411,2020-05-01,Shipped,2133,Small,3103
10425,2020-05-31,In Process,2104,Medium,3104
10107,2018-02-24,Shipped,2932,Small,3105
10120,2018-04-29,Shipped,2869,Small,3106
10133,2018-06-27,Shipped,2811,Small,3107
10145,2018-08-25,Shipped,2753,Medium,3108
10168,2018-10-28,Shipped,2690,Medium,3109
10188,2018-11-18,Shipped,2670,Medium,3110
10210,2019-01-12,Shipped,2616,Medium,3111
10223,2019-02-20,Shipped,2578,Small,3112
10235,2019-04-02,Shipped,2538,Medium,3113
10250,2019-05-11,Shipped,2500,Medium,3114
10263,2019-06-28,Shipped,2453,Small,3115
10275,2019-07-23,Shipped,2429,Small,3116
10285,2019-08-27,Shipped,2395,Medium,3117
10297,2019-09-16,Shipped,2376,Small,3118
10308,2019-10-15,Shipped,2348,Small,3119
10318,2019-11-02,Shipped,2331,Medium,3120
10329,2019-11-15,Shipped,2319,Small,3121
10340,2019-11-24,Shipped,2311,Medium,3122
10353,2019-12-04,Shipped,2302,Medium,3123
10363,2020-01-06,Shipped,2270,Medium,3124
10375,2020-02-03,Shipped,2243,Medium,3125
10387,2020-03-02,Shipped,2216,Medium,3126
10401,2020-04-03,On Hold,2185,Medium,3127
10416,2020-05-10,Shipped,2149,Medium,3128
10108,2018-03-03,Shipped,2949,Small,3129
10122,2018-05-08,Shipped,2884,Small,3130
10135,2018-07-02,Shipped,2830,Small,3131
10145,2018-08-25,Shipped,2777,Small,3132
10169,2018-11-04,Shipped,2707,Small,3133
10180,2018-11-11,Shipped,2701,Small,3134
10190,2018-11-19,Shipped,2694,Small,3135
10211,2019-01-15,Shipped,2638,Small,3136
10224,2019-02-21,Shipped,2602,Small,3137
10237,2019-04-05,Shipped,2560,Small,3138
10252,2019-05-26,Shipped,2510,Small,3139
10264,2019-06-30,Shipped,2476,Small,3140
10276,2019-08-02,Shipped,2444,Small,3141
10285,2019-08-27,Shipped,2420,Small,3142
10299,2019-09-30,Shipped,2387,Small,3143
10310,2019-10-16,Shipped,2372,Small,3144
10319,2019-11-03,Shipped,2355,Small,3145
10331,2019-11-17,Shipped,2342,Medium,3146
10343,2019-11-24,Shipped,2336,Medium,3147
10355,2019-12-07,Shipped,2324,Small,3148
10364,2020-01-06,Shipped,2295,Small,3149
10378,2020-02-10,Shipped,2261,Medium,3150
10390,2020-03-04,Shipped,2239,Small,3151
10403,2020-04-08,Shipped,2205,Small,3152
10104,2018-01-31,Shipped,3004,Small,3153
10114,2018-04-01,Shipped,2945,Small,3154
10127,2018-06-03,Shipped,2883,Small,3155
10141,2018-08-01,Shipped,2825,Small,3156
10151,2018-09-21,Shipped,2775,Small,3157
10165,2018-10-22,Shipped,2745,Small,3158
10175,2018-11-06,Shipped,2731,Medium,3159
10184,2018-11-14,Shipped,2724,Small,3160
10195,2018-11-25,Shipped,2714,Small,3161
10207,2018-12-09,Shipped,2701,Small,3162
10219,2019-02-10,Shipped,2639,Small,3163
10229,2019-03-11,Shipped,2611,Small,3164
10246,2019-05-05,Shipped,2557,Small,3165
10259,2019-06-15,Shipped,2517,Small,3166
10271,2019-07-20,Shipped,2483,Small,3167
10281,2019-08-19,Shipped,2454,Small,3168
10292,2019-09-08,Shipped,2435,Small,3169
10305,2019-10-13,Shipped,2401,Small,3170
10313,2019-10-22,Shipped,2393,Small,3171
10325,2019-11-05,Shipped,2380,Large,3172
10335,2019-11-19,Shipped,2367,Small,3173
10349,2019-12-01,Shipped,2356,Small,3174
10359,2019-12-15,Shipped,2343,Medium,3175
10371,2020-01-23,Shipped,2305,Small,3176
10383,2020-02-22,Shipped,2276,Small,3177
10394,2020-03-15,Shipped,2255,Small,3178
10412,2020-05-03,Shipped,2207,Small,3179
10425,2020-05-31,In Process,2180,Small,3180
10104,2018-01-31,Shipped,3032,Medium,3181
10116,2018-04-11,Shipped,2963,Small,3182
10127,2018-06-03,Shipped,2911,Small,3183
10142,2018-08-08,Shipped,2846,Medium,3184
10152,2018-09-25,Shipped,2799,Small,3185
10165,2018-10-22,Shipped,2773,Small,3186
10176,2018-11-06,Shipped,2759,Small,3187
10184,2018-11-14,Shipped,2752,Small,3188
10195,2018-11-25,Shipped,2742,Small,3189
10207,2018-12-09,Shipped,2729,Small,3190
10220,2019-02-12,Shipped,2665,Small,3191
10230,2019-03-15,Shipped,2635,Small,3192
10247,2019-05-05,Shipped,2585,Small,3193
10272,2019-07-20,Shipped,2510,Small,3194
10282,2019-08-20,Shipped,2480,Small,3195
10292,2019-09-08,Shipped,2462,Small,3196
10306,2019-10-14,Shipped,2427,Small,3197
10314,2019-10-22,Shipped,2420,Small,3198
10325,2019-11-05,Shipped,2407,Medium,3199
10336,2019-11-20,Shipped,2393,Small,3200
10350,2019-12-02,Shipped,2382,Medium,3201
10359,2019-12-15,Shipped,2370,Medium,3202
10371,2020-01-23,Shipped,2332,Small,3203
10383,2020-02-22,Shipped,2303,Small,3204
10394,2020-03-15,Shipped,2282,Small,3205
10413,2020-05-05,Shipped,2232,Small,3206
10103,2018-01-29,Shipped,3060,Medium,3207
10113,2018-03-26,Shipped,3005,Small,3208
10126,2018-05-28,Shipped,2943,Small,3209
10140,2018-07-24,Shipped,2887,Small,3210
10150,2018-09-19,Shipped,2831,Small,3211
10164,2018-10-21,Resolved,2800,Small,3212
10175,2018-11-06,Shipped,2785,Small,3213
10183,2018-11-13,Shipped,2779,Medium,3214
10194,2018-11-25,Shipped,2768,Small,3215
10206,2018-12-05,Shipped,2759,Small,3216
10217,2019-02-04,Shipped,2699,Small,3217
10229,2019-03-11,Shipped,2665,Small,3218
10245,2019-05-04,Shipped,2612,Medium,3219
10258,2019-06-15,Shipped,2571,Small,3220
10270,2019-07-19,Shipped,2538,Small,3221
10281,2019-08-19,Shipped,2508,Small,3222
10291,2019-09-08,Shipped,2489,Small,3223
10304,2019-10-11,Shipped,2457,Small,3224
10313,2019-10-22,Shipped,2447,Small,3225
10324,2019-11-05,Shipped,2434,Large,3226
10348,2019-11-01,Shipped,2439,Medium,3227
10358,2019-12-10,Shipped,2401,Medium,3228
10370,2020-01-20,Shipped,2361,Medium,3229
10382,2020-02-17,Shipped,2334,Medium,3230
10411,2020-05-01,Shipped,2261,Small,3231
10424,2020-05-31,In Process,2232,Small,3232
10106,2018-02-17,Shipped,3067,Small,3233
10120,2018-04-29,Shipped,2997,Small,3234
10133,2018-06-27,Shipped,2939,Small,3235
10144,2018-08-13,Shipped,2893,Small,3236
10168,2018-10-28,Shipped,2818,Small,3237
10210,2019-01-12,Shipped,2743,Small,3238
10223,2019-02-20,Shipped,2705,Small,3239
10235,2019-04-02,Shipped,2665,Small,3240
10250,2019-05-11,Shipped,2627,Medium,3241
10262,2019-06-24,Cancelled,2584,Medium,3242
10275,2019-07-23,Shipped,2556,Small,3243
10284,2019-08-21,Shipped,2528,Medium,3244
10297,2019-09-16,Shipped,2503,Small,3245
10308,2019-10-15,Shipped,2475,Medium,3246
10316,2019-11-01,Shipped,2459,Small,3247
10328,2019-11-12,Shipped,2449,Small,3248
10340,2019-11-24,Shipped,2438,Small,3249
10353,2019-12-04,Shipped,2429,Small,3250
10361,2019-12-17,Shipped,2417,Medium,3251
10375,2020-02-03,Shipped,2370,Medium,3252
10388,2020-03-03,Shipped,2342,Medium,3253
10398,2020-03-30,Shipped,2316,Small,3254
10401,2020-04-03,On Hold,2313,Medium,3255
10416,2020-05-10,Shipped,2277,Small,3256
10108,2018-03-03,Shipped,3077,Medium,3257
10121,2018-05-07,Shipped,3013,Small,3258
10135,2018-07-02,Shipped,2958,Small,3259
10145,2018-08-25,Shipped,2905,Medium,3260
10169,2018-11-04,Shipped,2835,Medium,3261
10180,2018-11-11,Shipped,2829,Small,3262
10190,2018-11-19,Shipped,2822,Medium,3263
10211,2019-01-15,Shipped,2766,Medium,3264
10224,2019-02-21,Shipped,2730,Medium,3265
10237,2019-04-05,Shipped,2688,Medium,3266
10252,2019-05-26,Shipped,2638,Small,3267
10264,2019-06-30,Shipped,2604,Medium,3268
10276,2019-08-02,Shipped,2572,Medium,3269
10285,2019-08-27,Shipped,2548,Small,3270
10299,2019-09-30,Shipped,2515,Medium,3271
10309,2019-10-15,Shipped,2501,Medium,3272
10319,2019-11-03,Shipped,2483,Small,3273
10331,2019-11-17,Shipped,2470,Medium,3274
10341,2019-11-24,Shipped,2464,Small,3275
10355,2019-12-07,Shipped,2452,Medium,3276
10365,2020-01-07,Shipped,2422,Medium,3277
10375,2020-02-03,Shipped,2396,Medium,3278
10390,2020-03-04,Shipped,2367,Small,3279
10403,2020-04-08,Shipped,2333,Medium,3280
10106,2018-02-17,Shipped,3115,Small,3281
10120,2018-04-29,Shipped,3045,Small,3282
10133,2018-06-27,Shipped,2987,Small,3283
10143,2018-08-10,Shipped,2944,Small,3284
10156,2018-10-08,Shipped,2886,Small,3285
10168,2018-10-28,Shipped,2867,Small,3286
10199,2018-12-01,Shipped,2834,Small,3287
10210,2019-01-12,Shipped,2793,Small,3288
10223,2019-02-20,Shipped,2755,Small,3289
10235,2019-04-02,Shipped,2715,Small,3290
10250,2019-05-11,Shipped,2677,Small,3291
10262,2019-06-24,Cancelled,2634,Small,3292
10275,2019-07-23,Shipped,2606,Small,3293
10284,2019-08-21,Shipped,2578,Small,3294
10296,2019-09-15,Shipped,2554,Small,3295
10308,2019-10-15,Shipped,2525,Small,3296
10316,2019-11-01,Shipped,2509,Small,3297
